carat,depth,table,x,y,z,price
0.99,63.3,54.0,6.36,6.43,4.05,8.307
1.5,63.8,58.0,7.2,7.16,4.58,9.05
1.54,61.1,58.0,7.47,7.36,4.53,9.111
1.58,62.7,60.0,7.41,7.37,4.63,9.546
1.28,60.7,57.0,7.09,6.99,4.27,9.836
1.03,60.9,61.0,6.54,6.5,3.97,8.533999999999999
0.33,61.4,57.0,4.44,4.48,2.74,6.023
1.52,62.0,60.0,7.31,7.37,4.55,9.062000000000001
0.9,62.0,61.0,6.13,6.07,3.78,8.208
0.32,63.5,56.0,4.35,4.38,2.77,6.167999999999999
0.32,62.3,58.0,4.34,4.39,2.72,6.33
0.33,59.5,61.0,4.49,4.54,2.68,6.466
0.54,61.3,58.0,5.25,5.22,3.21,7.401
0.9,64.2,60.0,6.02,6.09,3.89,8.142000000000001
0.72,60.7,59.0,5.84,5.8,3.53,7.857
2.37,62.2,57.0,8.52,8.58,5.32,9.684
0.58,61.9,54.0,5.33,5.37,3.31,7.48
1.06,59.1,58.0,6.66,6.71,3.95,8.805
0.34,61.8,56.0,4.49,4.47,2.77,6.818
0.55,60.4,56.0,5.32,5.36,3.23,7.011
1.01,61.7,57.0,6.44,6.49,3.99,8.601
1.51,63.0,62.0,7.28,7.23,4.57,9.2
1.0,60.9,57.0,6.47,6.43,3.93,8.264
1.0,59.2,60.0,6.53,6.48,3.85,8.862
1.2,63.0,58.0,6.72,6.68,4.22,8.704
0.55,62.0,57.0,5.3,5.25,3.27,7.54
0.3,61.1,62.0,4.33,4.28,2.63,6.446000000000001
0.31,61.1,54.0,4.37,4.4,2.68,6.54
1.0,59.1,61.0,6.44,6.39,3.79,8.312999999999999
1.12,61.6,58.0,6.72,6.62,4.11,8.459
0.55,61.8,58.0,5.23,5.26,3.24,7.414
0.51,60.7,66.0,5.21,5.11,3.13,8.382
0.39,60.3,56.0,4.71,4.77,2.86,6.999
1.53,62.3,56.0,7.37,7.4,4.6,9.139
0.56,61.9,55.0,5.25,5.31,3.27,7.506
0.3,62.0,56.0,4.31,4.34,2.68,6.455
0.33,63.0,56.0,4.42,4.47,2.8,6.51
0.41,61.5,55.0,4.81,4.79,2.95,6.919
1.0,61.4,58.0,6.4,6.34,3.91,8.536
1.32,63.5,58.0,6.89,6.94,4.39,8.824
0.52,61.7,55.5,5.17,5.19,3.19,7.2170000000000005
0.48,61.4,55.0,5.05,5.08,3.11,7.0920000000000005
0.41,59.9,60.0,4.8,4.78,2.87,6.678
1.24,60.5,58.0,6.94,7.0,4.22,9.267000000000001
0.37,61.0,56.0,4.62,4.66,2.83,6.603
1.2,61.3,56.0,6.83,6.87,4.2,8.619
0.4,63.8,59.0,4.64,4.57,2.94,6.693
0.27,60.8,57.0,4.2,4.22,2.56,6.3389999999999995
0.41,61.8,56.0,4.8,4.78,2.96,7.0089999999999995
0.78,61.9,55.0,5.91,5.94,3.67,7.7139999999999995
0.7,61.0,58.0,5.75,5.72,3.5,7.5360000000000005
0.35,61.9,56.0,4.51,4.53,2.8,6.72
0.66,60.9,57.0,5.63,5.65,3.43,7.518
1.22,59.0,63.0,7.05,7.02,4.15,8.527999999999999
1.01,60.7,58.0,6.4,6.51,3.92,8.566
1.09,62.8,57.0,6.54,6.58,4.12,8.895
0.3,62.6,61.0,4.25,4.22,2.65,6.815
0.32,62.1,54.0,4.44,4.41,2.75,6.916
0.42,60.8,59.0,4.82,4.85,2.94,6.697
1.02,61.0,59.0,6.48,6.53,3.97,8.604
0.9,60.3,63.0,6.22,6.12,3.72,8.152999999999999
1.51,59.4,57.0,7.48,7.57,4.47,9.291
1.01,63.5,59.0,6.29,6.38,4.02,8.497
1.03,60.9,57.0,6.54,6.5,3.97,8.497
0.3,62.4,58.0,4.26,4.3,2.67,6.405
0.31,63.1,58.0,4.35,4.3,2.73,6.547999999999999
0.71,61.8,59.0,5.69,5.73,3.53,7.925
0.86,64.6,58.8,5.95,6.04,3.87,8.231
0.53,60.6,55.0,5.26,5.23,3.18,7.468999999999999
1.42,62.0,56.0,7.17,7.22,4.46,9.051
0.79,60.0,60.0,6.07,5.99,3.64,7.959
0.34,61.0,59.0,4.51,4.48,2.74,6.8629999999999995
0.3,62.0,55.0,4.3,4.25,2.65,6.7379999999999995
0.31,61.4,56.0,4.38,4.41,2.7,6.792000000000001
1.2,62.3,58.0,6.76,6.81,4.23,8.572000000000001
0.3,60.8,56.0,4.35,4.36,2.65,6.792999999999999
0.26,59.5,58.0,4.18,4.22,2.5,6.114
2.01,60.8,60.0,8.12,8.15,4.95,9.536
1.01,61.6,59.0,6.44,6.39,3.95,8.353
0.46,64.4,60.0,4.88,4.9,3.15,7.015
0.51,63.0,53.0,5.13,5.1,3.22,7.178999999999999
0.42,62.9,56.0,4.79,4.72,2.99,6.9
0.7,61.6,56.0,5.7,5.67,3.5,7.922000000000001
1.6,62.1,56.0,7.51,7.48,4.65,9.363
0.3,63.8,57.0,4.19,4.27,2.7,5.976
1.19,60.8,59.0,6.87,6.84,4.17,8.648
1.14,61.5,57.0,6.73,6.77,4.15,8.346
0.9,64.2,60.0,6.05,6.02,3.87,7.997999999999999
0.44,60.7,58.0,4.88,4.91,2.97,7.053999999999999
0.7,61.5,58.0,5.65,5.7,3.49,7.772
0.43,61.1,55.0,4.92,4.9,3.0,6.685
1.56,60.5,57.0,7.56,7.5,4.56,9.451
1.09,61.7,60.0,6.59,6.57,4.06,8.429
1.01,64.1,58.0,6.26,6.31,4.03,8.116
0.39,60.4,61.0,4.73,4.71,2.85,6.848
1.19,59.8,64.0,6.94,6.9,4.14,8.411
1.5,59.4,60.0,7.54,7.5,4.47,9.054
0.52,60.9,55.0,5.16,5.22,3.16,7.432
0.9,64.3,58.0,6.09,6.05,3.9,7.67
1.0,62.7,59.0,6.36,6.31,3.97,8.574
0.32,63.7,56.0,4.33,4.34,2.76,6.167999999999999
0.7,63.2,55.0,5.58,5.63,3.54,7.729
0.29,60.9,61.0,4.23,4.27,2.59,6.444
0.71,62.0,54.0,5.71,5.75,3.55,8.068
1.52,63.0,61.0,7.25,7.28,4.58,9.022
1.5,62.3,56.0,7.34,7.3,4.56,9.671
0.32,62.1,60.0,4.37,4.33,2.7,6.773
0.72,57.9,58.0,5.98,5.91,3.44,7.629
0.7,62.2,58.0,5.74,5.68,3.55,7.689
0.27,62.4,59.0,4.13,4.11,2.57,6.232
1.01,61.8,59.0,6.41,6.34,3.94,8.515
1.03,58.0,60.0,6.64,6.67,3.86,8.224
1.26,61.8,54.0,6.95,6.99,4.31,8.794
1.05,62.6,56.0,6.45,6.53,4.06,8.404
0.3,62.1,59.0,4.27,4.29,2.66,7.03
0.86,62.2,57.0,6.05,6.1,3.78,8.394
1.0,63.6,58.0,6.27,6.31,4.0,8.487
0.9,62.5,59.0,6.06,6.13,3.81,8.131
0.53,60.2,55.0,5.25,5.28,3.17,7.4510000000000005
2.24,62.2,59.0,8.37,8.33,5.19,9.533999999999999
1.51,60.4,58.0,7.36,7.42,4.46,9.125
1.2,62.2,61.0,6.74,6.73,4.19,8.517999999999999
1.0,62.4,55.0,6.45,6.37,4.0,8.505
1.01,60.0,61.0,6.53,6.47,3.9,8.501
0.35,62.4,55.0,4.54,4.53,2.83,6.506
0.53,62.5,54.0,5.16,5.21,3.24,7.974
0.7,61.8,56.0,5.69,5.75,3.54,7.836
1.13,62.3,57.0,6.68,6.65,4.15,8.491
0.31,61.4,54.0,4.4,4.33,2.68,6.771
1.5,62.2,59.0,7.3,7.32,4.55,9.192
1.01,61.6,57.0,6.41,6.44,3.96,8.726
0.58,59.6,59.0,5.4,5.44,3.23,7.553
0.7,62.9,61.0,5.57,5.53,3.49,7.571000000000001
0.31,62.7,57.0,4.29,4.32,2.7,6.2989999999999995
1.0,58.7,59.0,6.5,6.58,3.84,8.512
0.23,61.9,55.0,3.94,3.97,2.45,6.211
0.28,62.6,54.0,4.21,4.22,2.64,6.667999999999999
0.52,61.1,56.0,5.19,5.23,3.18,7.393
1.01,62.6,58.0,6.37,6.48,4.02,8.71
1.32,61.2,58.0,7.12,7.06,4.34,8.748
1.56,61.7,59.0,7.46,7.41,4.59,9.206
1.24,60.0,59.0,6.98,7.01,4.2,8.628
0.33,62.2,54.0,4.46,4.48,2.78,6.809
0.47,62.4,53.0,4.98,5.02,3.12,6.662000000000001
0.51,61.7,56.0,5.14,5.16,3.18,7.9079999999999995
0.3,62.4,54.0,4.31,4.34,2.7,6.609
1.02,62.1,55.0,6.5,6.46,4.02,8.824
1.21,61.8,59.0,6.75,6.78,4.18,8.642999999999999
1.4,62.0,60.0,7.16,7.1,4.42,8.902999999999999
0.32,61.3,57.0,4.4,4.37,2.69,6.718999999999999
1.7,62.4,57.0,7.6,7.54,4.72,9.495
0.76,60.9,57.0,5.89,5.96,3.61,8.22
0.27,61.8,59.0,4.14,4.18,2.57,6.372999999999999
0.7,63.6,56.0,5.63,5.56,3.56,7.499
0.74,60.9,59.0,5.9,5.86,3.58,8.128
0.31,58.3,60.0,4.48,4.51,2.62,6.2989999999999995
0.7,59.0,59.0,5.79,5.77,3.41,7.962999999999999
0.33,62.6,53.0,4.45,4.43,2.78,6.803999999999999
0.6,61.3,61.2,5.4,5.45,3.33,7.356
0.32,61.8,55.0,4.41,4.42,2.73,6.33
1.05,63.2,56.0,6.49,6.45,4.09,7.933
0.26,58.7,58.0,4.24,4.25,2.49,6.392
0.42,63.1,56.0,4.8,4.74,3.01,6.731
0.4,59.2,59.0,4.79,4.81,2.84,7.024
0.38,62.4,54.0,4.64,4.68,2.91,6.837999999999999
0.6,61.6,56.0,5.4,5.44,3.34,7.556
0.71,61.8,57.0,5.7,5.73,3.53,7.875
0.64,62.1,58.0,5.56,5.51,3.44,7.962000000000001
1.2,59.4,58.0,6.91,6.85,4.09,8.89
1.0,61.2,60.0,6.4,6.42,3.92,8.845
0.41,62.0,56.0,4.78,4.74,2.95,6.867999999999999
1.0,58.5,61.0,6.51,6.55,3.82,8.443999999999999
1.0,61.2,56.0,6.47,6.38,3.93,8.689
0.91,63.0,57.0,6.1,6.19,3.87,8.035
0.39,61.7,55.0,4.68,4.72,2.9,7.051
0.7,60.7,57.0,5.78,5.82,3.52,7.89
1.17,62.5,56.0,6.77,6.7,4.21,8.596
0.33,61.7,55.0,4.45,4.48,2.75,6.678
0.3,62.6,56.0,4.25,4.28,2.67,6.457999999999999
1.01,58.9,58.0,6.59,6.51,3.86,8.744
0.41,61.0,57.0,4.79,4.81,2.93,7.22
0.61,63.4,57.1,5.37,5.43,3.42,7.063
0.44,60.3,58.0,4.9,4.92,2.96,6.895
1.19,60.5,59.0,6.97,7.0,4.17,8.822000000000001
0.38,60.4,58.0,4.67,4.7,2.83,6.612
2.52,58.5,59.0,8.9,8.87,5.2,9.812000000000001
0.41,62.3,57.0,4.74,4.77,2.96,6.984
0.4,59.6,58.0,4.81,4.82,2.87,6.542000000000001
0.3,61.6,56.0,4.34,4.36,2.68,6.542000000000001
1.52,61.5,58.0,7.4,7.36,4.54,9.267999999999999
1.52,62.5,59.0,7.26,7.33,4.56,9.418
0.39,63.0,56.0,4.62,4.68,2.93,6.667999999999999
1.2,62.9,60.0,6.64,6.69,4.19,8.561
1.73,62.0,60.0,7.67,7.63,4.74,9.128
0.53,61.6,57.0,5.21,5.24,3.22,7.382000000000001
0.32,61.8,55.0,4.43,4.4,2.73,6.8020000000000005
1.02,61.7,57.0,6.45,6.48,3.99,8.527000000000001
1.26,62.5,53.0,6.9,6.86,4.3,8.464
0.7,60.6,56.0,5.73,5.78,3.49,7.785
0.31,61.0,61.0,4.33,4.39,2.66,6.075
0.55,63.1,56.0,5.22,5.24,3.3,7.221
1.01,61.5,58.0,6.41,6.46,3.96,8.738999999999999
0.4,63.6,59.0,4.64,4.67,2.96,6.519
0.9,61.1,63.0,6.21,6.17,3.78,8.293
0.71,62.1,58.0,5.64,5.72,3.53,7.706
0.4,61.8,57.0,4.73,4.75,2.93,6.766
0.36,61.8,57.8,4.52,4.58,2.81,6.407
1.25,61.1,57.0,6.93,6.89,4.22,8.775
0.54,61.2,56.0,5.27,5.24,3.21,7.097
1.0,61.4,58.0,6.43,6.37,3.93,8.679
1.21,60.5,57.0,6.91,6.88,4.17,8.86
1.01,59.7,61.0,6.49,6.55,3.89,8.497
0.3,62.8,57.0,4.28,4.32,2.7,6.797000000000001
0.3,62.3,56.0,4.31,4.29,2.68,6.672000000000001
0.78,64.9,55.2,5.75,5.82,3.76,7.784
1.51,60.9,58.0,7.38,7.42,4.51,9.627
0.49,64.0,53.0,4.94,4.99,3.18,7.197
0.9,65.8,56.0,6.01,5.96,3.94,7.962999999999999
0.37,61.1,57.0,4.67,4.63,2.84,6.864
0.62,60.3,57.0,5.52,5.57,3.35,7.821000000000001
0.34,62.3,60.0,4.46,4.49,2.79,6.0329999999999995
0.5,61.2,56.0,5.18,5.14,3.16,7.194
0.74,61.4,56.0,5.81,5.84,3.57,7.992000000000001
1.25,61.8,58.0,6.94,6.91,4.28,9.124
2.05,61.8,60.0,8.14,8.19,5.05,9.807
0.3,61.1,56.0,4.36,4.32,2.65,6.815
0.73,59.9,59.0,5.87,5.77,3.5,7.952000000000001
0.24,60.6,62.0,4.03,4.06,2.45,6.17
0.3,62.1,57.0,4.33,4.3,2.68,6.353
0.72,62.8,57.0,5.74,5.7,3.59,7.773
2.01,60.5,58.0,8.2,8.06,4.92,9.459
0.35,62.5,58.0,4.53,4.49,2.82,6.407
0.46,58.9,59.4,5.05,5.1,2.99,7.204
0.52,65.3,56.0,5.05,5.0,3.28,6.937
0.59,59.8,58.0,5.48,5.43,3.26,7.212000000000001
0.5,61.4,62.0,5.1,5.07,3.12,7.121
0.9,64.8,59.0,6.1,6.03,3.93,8.213
0.35,62.5,57.0,4.5,4.53,2.82,6.56
0.3,61.6,58.0,4.28,4.33,2.65,6.641
1.04,62.5,57.0,6.46,6.49,4.05,8.793
0.7,60.6,54.0,5.73,5.65,3.45,7.447
0.9,63.7,58.0,6.09,6.12,3.89,8.225
0.73,61.2,59.0,5.83,5.77,3.55,7.438
0.34,62.1,55.0,4.49,4.46,2.78,6.827999999999999
0.31,62.3,55.0,4.36,4.37,2.72,6.438
0.3,62.8,59.0,4.24,4.29,2.68,6.314
1.09,60.1,58.0,6.68,6.72,4.03,9.629
1.01,62.7,59.0,6.33,6.27,3.95,8.371
0.29,59.5,61.0,4.29,4.31,2.56,6.412000000000001
1.27,61.8,57.0,6.93,6.96,4.29,8.765
0.41,62.1,56.0,4.79,4.78,2.97,7.212000000000001
1.07,62.3,56.0,6.51,6.61,4.09,9.224
0.31,62.0,54.1,4.32,4.35,2.69,5.919
1.27,60.1,58.0,7.02,7.05,4.23,8.833
1.0,63.5,56.0,6.28,6.35,4.01,8.541
0.9,62.4,58.0,6.11,6.16,3.83,8.086
0.32,60.9,61.0,4.37,4.4,2.67,6.736000000000001
0.41,62.4,57.0,4.74,4.71,2.95,6.867999999999999
0.41,60.7,56.0,4.82,4.77,2.91,6.981
0.26,59.6,55.0,4.18,4.24,2.51,6.38
0.9,62.2,60.0,6.19,6.15,3.84,8.187999999999999
1.04,60.2,58.0,6.65,6.64,4.0,8.758
1.0,60.4,64.0,6.39,6.3,3.83,8.536
1.07,61.0,62.0,6.6,6.68,4.05,8.457
0.79,59.3,62.0,6.09,6.01,3.59,7.9510000000000005
0.53,61.6,57.0,5.16,5.23,3.2,7.215
0.41,61.8,54.0,4.76,4.79,2.95,6.841
0.52,61.8,55.0,5.19,5.16,3.2,7.56
1.1,59.5,59.0,6.7,6.77,4.01,8.651
0.6,61.5,57.0,5.42,5.45,3.34,8.07
0.33,61.8,55.0,4.49,4.51,2.78,5.999
0.4,62.0,57.0,4.74,4.78,2.95,6.603
0.97,62.3,56.0,6.28,6.33,3.93,8.312999999999999
1.58,61.0,57.0,7.5,7.55,4.59,9.506
0.5,61.9,64.3,5.01,5.03,3.11,7.2170000000000005
0.7,63.5,54.0,5.69,5.64,3.6,7.745
0.72,60.8,57.0,5.77,5.8,3.52,8.134
0.32,60.5,58.0,4.42,4.41,2.67,6.579
1.03,61.2,54.0,6.61,6.53,4.02,8.709
0.57,60.6,61.0,5.36,5.4,3.26,6.944
1.5,60.1,60.0,7.42,7.48,4.48,9.511000000000001
1.41,62.6,56.0,7.15,7.2,4.49,9.377
0.41,61.1,62.0,4.76,4.83,2.93,6.558
0.9,62.0,62.0,6.06,6.1,3.77,8.34
1.2,62.4,57.0,6.74,6.82,4.23,9.059
0.31,60.7,56.0,4.36,4.4,2.66,6.957000000000001
1.07,63.0,57.0,6.57,6.47,4.11,8.72
0.56,62.2,56.0,5.28,5.24,3.27,7.632999999999999
0.33,61.3,59.0,4.44,4.47,2.73,6.608
1.2,62.7,55.0,6.74,6.69,4.21,8.627
0.7,62.2,58.0,5.64,5.75,3.54,7.968999999999999
0.84,62.8,57.0,5.99,6.04,3.78,7.885
0.36,61.7,55.0,4.58,4.6,2.83,7.031000000000001
0.31,62.6,59.0,4.33,4.29,2.7,6.443
1.01,62.9,58.0,6.36,6.39,4.01,8.805
0.51,62.2,54.0,5.11,5.14,3.19,7.274
0.61,62.1,54.2,5.43,5.45,3.38,7.975
0.32,60.5,59.0,4.39,4.43,2.67,6.553999999999999
2.01,62.8,58.0,8.01,7.94,5.01,9.728
0.3,61.0,59.0,4.29,4.33,2.63,6.933
1.07,62.2,56.0,6.52,6.56,4.07,8.622
0.51,60.8,57.0,5.15,5.18,3.14,7.398
0.31,61.8,56.0,4.33,4.36,2.68,6.544
1.64,61.5,56.0,7.59,7.62,4.68,9.699
1.12,62.6,56.0,6.59,6.63,4.14,8.996
0.51,59.8,57.0,5.22,5.25,3.13,7.051
0.32,61.4,54.0,4.42,4.44,2.72,6.372999999999999
1.52,59.7,57.0,7.48,7.5,4.47,9.531
0.72,62.7,58.0,5.65,5.68,3.55,7.99
0.4,60.8,62.0,4.72,4.76,2.88,6.532
1.02,63.2,59.0,6.41,6.37,4.04,8.459
0.5,62.9,54.0,5.14,5.1,3.22,7.396
0.5,62.1,59.0,5.09,5.12,3.17,7.12
0.41,58.6,61.0,4.87,4.83,2.84,6.981
0.4,62.4,57.0,4.74,4.78,2.97,7.024
0.33,60.0,58.0,4.47,4.49,2.69,6.361000000000001
0.34,61.6,58.0,4.45,4.51,2.76,6.39
0.31,62.7,58.0,4.31,4.33,2.71,6.2989999999999995
0.81,61.6,58.0,5.96,5.92,3.66,8.105
2.51,59.6,60.0,8.84,8.79,5.25,9.767000000000001
0.32,63.5,57.0,4.3,4.33,2.74,6.042999999999999
0.69,60.8,59.0,5.77,5.74,3.5,7.53
0.83,62.0,59.0,6.0,5.96,3.71,8.129
0.52,61.8,57.0,5.2,5.16,3.2,7.56
0.77,62.4,56.0,5.89,5.85,3.66,7.816
0.3,62.5,56.0,4.28,4.3,2.68,5.945
1.01,63.1,59.0,6.42,6.33,4.02,8.911
0.72,63.1,58.0,5.69,5.72,3.6,7.909
0.7,62.2,61.0,5.54,5.59,3.46,7.876
1.01,60.8,56.0,6.53,6.47,3.95,8.756
0.82,63.8,60.0,5.89,5.84,3.74,7.829
0.7,62.9,61.0,5.6,5.63,3.53,7.86
1.01,62.3,60.0,6.4,6.35,3.97,8.689
0.91,58.0,59.0,6.45,6.38,3.72,8.129
1.21,60.3,58.0,6.96,6.9,4.18,8.618
1.55,62.0,57.0,7.37,7.42,4.58,9.559
1.14,61.5,57.0,6.68,6.72,4.12,8.86
0.91,61.5,56.0,6.27,6.22,3.84,8.307
0.36,61.1,60.0,4.62,4.57,2.81,6.422999999999999
1.35,62.1,59.0,7.06,7.02,4.37,9.212
0.34,62.0,54.0,4.48,4.46,2.77,6.903
1.52,60.7,60.0,7.55,7.32,4.5,8.786
0.58,62.0,54.0,5.36,5.39,3.33,7.376
0.33,65.1,59.0,4.4,4.32,2.84,6.827000000000001
1.37,60.9,59.0,7.24,7.17,4.39,9.057
0.65,58.5,58.0,5.68,5.64,3.31,7.443
0.59,62.4,59.0,5.33,5.37,3.34,7.281000000000001
0.36,61.9,56.0,4.55,4.56,2.82,6.671
0.43,61.0,56.0,4.9,4.87,2.98,7.26
1.01,62.3,58.0,6.34,6.3,3.94,8.744
0.4,63.4,57.0,4.64,4.66,2.95,7.06
0.53,60.9,59.0,5.18,5.2,3.16,7.255
1.57,62.8,60.0,7.44,7.36,4.65,9.368
1.23,62.1,59.0,6.83,6.79,4.23,8.471
0.58,63.0,56.0,5.34,5.26,3.34,7.067
1.09,59.2,63.0,6.67,6.71,3.96,8.353
1.02,62.5,56.0,6.45,6.42,4.02,8.578
0.3,62.9,55.0,4.31,4.28,2.7,6.707999999999999
0.81,60.4,59.0,6.04,6.11,3.67,7.733
1.06,59.6,60.0,6.61,6.68,3.96,8.611
0.32,61.9,56.0,4.38,4.41,2.72,6.593
0.34,61.0,55.0,4.56,4.58,2.79,6.443
0.38,62.7,58.0,4.6,4.62,2.89,6.551
1.08,61.3,56.0,6.63,6.72,4.09,8.732999999999999
0.35,61.8,55.0,4.54,4.56,2.81,6.343999999999999
1.54,62.5,57.0,7.36,7.3,4.58,9.629
0.3,61.4,58.0,4.35,4.32,2.66,6.654
1.11,62.3,56.0,6.59,6.64,4.12,8.443999999999999
0.4,62.5,61.0,4.69,4.66,2.92,6.829
1.22,62.3,57.0,6.79,6.83,4.24,9.202
0.41,60.9,60.0,4.81,4.82,2.93,7.079
1.52,61.9,57.0,7.33,7.37,4.55,9.205
1.5,59.4,62.0,7.38,7.35,4.38,8.817
1.01,61.6,59.0,6.4,6.35,3.93,8.135
1.3,62.9,60.0,6.91,6.86,4.33,8.765
0.7,61.0,59.0,5.67,5.7,3.47,8.019
0.51,62.4,58.0,5.1,5.13,3.19,7.705
0.56,61.6,56.0,5.31,5.34,3.28,7.575
0.73,62.5,58.0,5.82,5.74,3.61,7.2410000000000005
0.35,62.5,55.0,4.5,4.52,2.82,6.642
1.06,61.3,58.0,6.56,6.52,4.01,8.91
0.4,61.1,57.0,4.77,4.79,2.92,6.797000000000001
0.3,61.7,57.0,4.31,4.28,2.65,6.815
0.31,61.8,57.0,4.32,4.36,2.68,6.229
0.7,60.2,64.0,5.67,5.7,3.42,7.582999999999999
1.06,62.2,55.0,6.51,6.55,4.06,8.711
1.06,61.8,57.0,6.57,6.6,4.07,8.359
0.31,61.7,56.0,4.34,4.38,2.69,6.803999999999999
0.46,62.2,54.0,4.9,4.94,3.06,7.239
1.07,61.9,55.0,6.62,6.57,4.08,8.602
0.92,62.9,58.0,6.17,6.2,3.89,8.349
0.32,62.1,60.0,4.39,4.34,2.71,6.579
0.52,61.1,57.0,5.17,5.21,3.17,8.017000000000001
0.31,60.6,55.0,4.41,4.43,2.67,6.515
2.02,60.8,56.0,8.21,8.14,4.97,9.369
0.75,61.9,54.1,5.82,5.85,3.61,7.849
0.46,60.5,58.0,5.02,4.97,3.02,7.267
0.3,61.1,57.0,4.35,4.39,2.67,6.853
0.27,61.3,58.0,4.13,4.16,2.54,6.153
1.52,62.3,55.0,7.32,7.37,4.58,9.309
1.14,62.0,54.0,6.72,6.74,4.17,8.799
1.26,62.0,56.0,6.9,6.93,4.29,8.576
1.57,62.0,56.0,7.44,7.47,4.62,9.065
0.41,63.1,54.0,4.75,4.72,2.99,6.707000000000001
0.33,61.6,55.0,4.44,4.47,2.74,6.709
1.51,62.4,58.0,7.27,7.32,4.55,8.873
0.72,63.9,58.0,5.72,5.64,3.63,7.742999999999999
1.09,61.3,57.0,6.64,6.67,4.08,8.568999999999999
0.28,62.9,57.0,4.13,4.17,2.61,6.465
0.7,67.3,59.0,5.51,5.45,3.69,6.8629999999999995
0.92,62.4,59.0,6.17,6.14,3.84,8.277000000000001
0.34,62.1,57.0,4.47,4.45,2.77,6.8629999999999995
0.31,63.3,56.0,4.33,4.29,2.73,6.687
1.15,63.0,59.0,6.68,6.63,4.19,8.591000000000001
0.32,61.4,55.0,4.4,4.46,2.72,6.132999999999999
0.33,60.0,60.0,4.45,4.49,2.68,6.358
1.0,60.4,59.0,6.51,6.54,3.94,8.955
1.5,59.6,59.0,7.54,7.46,4.47,8.863999999999999
1.35,61.5,58.0,7.15,7.09,4.38,8.995
1.52,60.9,57.0,7.5,7.44,4.55,9.024
0.3,59.8,64.0,4.34,4.29,2.58,6.933
1.03,59.9,61.0,6.56,6.63,3.95,9.1
0.85,60.8,57.0,6.13,6.18,3.74,8.066
1.0,63.6,59.0,6.32,6.35,4.03,8.89
1.09,61.4,58.0,6.61,6.69,4.08,8.442
1.19,61.9,57.0,6.84,6.79,4.22,9.455
0.52,61.9,55.0,5.19,5.21,3.22,7.102
1.55,60.8,60.0,7.54,7.5,4.57,9.059
1.5,63.2,58.0,7.2,7.32,4.59,9.828
0.9,66.4,59.0,5.97,5.92,3.95,8.126
1.12,61.7,56.0,6.64,6.68,4.11,8.963
0.52,60.4,57.0,5.21,5.24,3.16,7.542999999999999
0.31,60.0,60.0,4.4,4.43,2.65,6.192
0.71,62.2,55.0,5.71,5.74,3.56,8.068
1.0,62.2,59.0,6.39,6.35,3.96,8.407
0.8,62.0,57.0,5.96,5.98,3.7,7.822
1.26,61.0,55.0,7.0,6.97,4.26,8.636000000000001
0.33,61.6,56.0,4.46,4.43,2.74,6.91
0.71,61.9,55.0,5.75,5.69,3.54,7.617999999999999
1.11,62.0,57.0,6.69,6.61,4.12,8.542
0.41,61.4,57.0,4.8,4.77,2.94,7.154
0.77,63.3,57.0,5.84,5.79,3.68,7.606
0.72,62.6,53.0,5.75,5.78,3.61,7.586
1.07,61.8,57.0,6.55,6.58,4.06,9.113
1.07,61.8,54.0,6.56,6.61,4.07,9.255
0.41,62.6,58.0,4.71,4.74,2.96,6.718
0.51,62.7,55.0,5.09,5.12,3.2,7.4879999999999995
1.01,63.0,60.0,6.38,6.31,4.0,8.138
1.52,61.4,58.0,7.42,7.37,4.54,9.667
1.75,60.6,60.0,7.74,7.78,4.7,9.5
0.76,62.4,57.0,5.83,5.87,3.65,8.035
0.3,61.8,56.0,4.34,4.3,2.67,6.7379999999999995
1.22,61.5,64.0,6.93,6.87,4.25,8.472999999999999
0.42,62.4,57.0,4.81,4.78,2.99,6.8
1.0,62.4,59.0,6.38,6.34,3.97,8.133
0.4,62.0,56.0,4.74,4.68,2.92,6.751
0.26,62.1,56.0,4.13,4.11,2.56,6.3629999999999995
0.62,61.3,55.0,5.55,5.47,3.38,7.273
0.56,60.8,56.0,5.33,5.3,3.23,7.483
0.33,61.9,57.0,4.44,4.47,2.75,6.821000000000001
0.46,64.0,57.0,4.88,4.83,3.11,6.667999999999999
1.15,62.3,56.0,6.67,6.75,4.18,8.484
0.3,60.7,56.0,4.32,4.34,2.63,6.405
1.18,62.2,57.0,6.73,6.76,4.2,8.484
0.7,67.8,56.0,5.42,5.38,3.66,7.763
0.9,59.3,56.0,6.27,6.32,3.73,8.586
3.01,63.9,60.0,9.06,9.01,5.77,9.811
1.06,61.8,56.0,6.56,6.51,4.04,8.586
0.84,65.1,55.0,5.88,5.97,3.86,7.962999999999999
0.31,62.4,56.0,4.35,4.31,2.7,6.81
2.03,60.4,59.0,8.15,8.12,4.91,9.152000000000001
0.41,63.4,58.0,4.75,4.71,3.0,6.707000000000001
0.43,60.5,59.0,4.91,4.88,2.96,6.77
1.0,63.3,56.0,6.35,6.38,4.03,8.437999999999999
0.33,61.8,55.0,4.45,4.42,2.74,7.016
0.31,61.4,56.0,4.35,4.38,2.68,6.064
0.3,63.3,59.0,4.25,4.22,2.68,6.227
1.01,63.5,58.0,6.35,6.32,4.02,8.639
0.41,60.8,61.0,4.79,4.72,2.89,6.721
1.27,62.0,57.0,6.96,6.92,4.3,8.519
0.33,62.1,53.9,4.43,4.45,2.76,6.28
